Title,Year,Rating,Runtime,Critic.Score,Box.Office,Awards,International
Something from Nothing: The Art of Rap,2012,R,106,92,0.3,TRUE,TRUE
The Dark Knight Rises,2012,PG-13,165,87,448.1,TRUE,TRUE
Step Up Revolution,2012,PG-13,99,42,35.1,FALSE,FALSE
The Watch,2012,R,102,17,34.4,FALSE,FALSE
Total Recall,2012,PG-13,118,30,58.9,TRUE,TRUE
Diary of a Wimpy Kid: Dog Days,2012,PG,94,51,49,TRUE,TRUE
Nitro Circus: The Movie,2012,PG-13,92,6,3.4,FALSE,FALSE
Hope Springs,2012,PG-13,100,74,63.5,TRUE,FALSE
About Cherry,2012,R,98,10,0.0028,FALSE,FALSE
No,2012,R,118,93,2.3,TRUE,TRUE
Girl in Progress,2012,PG-13,93,30,2.6,TRUE,FALSE
The Bourne Legacy,2012,PG-13,135,55,113.2,TRUE,TRUE
The Campaign,2012,R,85,64,86.9,TRUE,FALSE
The Odd Life of Timothy Green,2012,PG,105,34,51.9,TRUE,FALSE
ParaNorman,2012,PG,92,87,56,TRUE,FALSE
Why Stop Now?,2012,R,85,24,0.0016,FALSE,FALSE
Sparkle,2012,PG-13,116,57,24.4,FALSE,FALSE
The Expendables 2,2012,R,103,65,85,TRUE,FALSE
Hit and Run,2012,R,100,49,13.7,TRUE,FALSE
Celeste & Jesse Forever,2012,R,92,70,3.1,FALSE,FALSE
The Babymakers,2012,R,95,8,0.0052,FALSE,FALSE
2016: Obama's America,2012,PG,87,26,33.3,FALSE,FALSE
The Apparition,2012,PG-13,82,3,4.9,TRUE,FALSE
Premium Rush,2012,PG-13,91,75,20.3,TRUE,FALSE
Lawless,2012,R,116,67,37.4,TRUE,FALSE
The Oogieloves in the Big Balloon Adventure,2012,G,88,27,1.1,FALSE,FALSE
The Possession,2012,PG-13,92,40,49.1,TRUE,TRUE
Stolen,2012,R,96,16,0.3,FALSE,FALSE
Ruby Sparks,2012,R,104,79,2.5,TRUE,FALSE
V/H/S,2012,R,116,55,0.0998,FALSE,FALSE
Bachelorette,2012,R,87,56,0.4,TRUE,FALSE
Nobody Walks,2012,R,83,38,0.025,FALSE,FALSE
Branded,2012,R,106,10,0.4,FALSE,TRUE
The Cold Light of Day,2012,PG-13,93,5,3.7,FALSE,TRUE
The Words,2012,PG-13,102,22,11.4,FALSE,FALSE
Last Ounce of Courage,2012,PG,101,0,3.3,FALSE,FALSE
Arbitrage,2012,R,107,87,7.9,TRUE,TRUE
Resident Evil: Retribution,2012,R,96,31,42.3,TRUE,TRUE
Robot & Frank,2012,PG-13,89,86,3.3,TRUE,FALSE
End of Watch,2012,R,109,85,41,TRUE,FALSE
House at the End of the Street,2012,PG-13,101,10,31.6,TRUE,TRUE
Head Games,2012,PG-13,95,88,0.0141,FALSE,FALSE
The Master,2012,R,144,85,16.2,TRUE,FALSE
Backwards,2012,PG,89,28,0.0615,FALSE,FALSE
My Uncle Rafael,2012,PG-13,102,20,0.2,FALSE,FALSE
Trouble with the Curve,2012,PG-13,111,50,35.8,TRUE,FALSE
Dredd,2012,R,95,78,13.4,TRUE,TRUE
Compliance,2012,R,90,89,0.3,TRUE,FALSE
Trade of Innocents,2012,PG-13,88,0,0.0151,FALSE,TRUE
Won't Back Down,2012,PG,121,32,5.3,TRUE,FALSE
Looper,2012,R,119,93,66.3,TRUE,TRUE
Hotel Transylvania,2012,PG,91,44,148.3,TRUE,FALSE
Nature Calls,2012,R,79,5,0.000382,FALSE,FALSE
Frankenweenie,2012,PG,87,87,35.3,TRUE,FALSE
Liberal Arts,2012,PG-13,97,70,0.3,FALSE,FALSE
Pitch Perfect,2012,PG-13,112,81,61.1,TRUE,FALSE
Escape Fire: The Fight to Rescue American Healthcare,2012,PG-13,95,81,0.0973,TRUE,TRUE
Here Comes the Boom,2012,PG,105,38,45.3,FALSE,FALSE
Least Among Saints,2012,R,107,36,0.028,FALSE,FALSE
Sinister,2012,R,110,62,48.1,TRUE,TRUE
The Perks of Being a Wallflower,2012,PG-13,102,85,17.7,TRUE,FALSE
Argo,2012,R,120,96,136,TRUE,FALSE
Atlas Shrugged II: The Strike,2012,PG-13,111,4,3.3,FALSE,FALSE
Just 45 Minutes from Broadway,2012,R,110,10,0.0886,FALSE,FALSE
The Paperboy,2012,R,107,43,0.7,TRUE,FALSE
Safety Not Guaranteed,2012,R,86,90,4,TRUE,FALSE
Alex Cross,2012,PG-13,101,12,25.9,FALSE,TRUE
Hating Breitbart,2012,PG-13,85,0,0.0814,FALSE,FALSE
Paranormal Activity 4,2012,R,88,24,53.9,TRUE,FALSE
Universal Soldier: Day of Reckoning,2012,R,114,51,0.0052,FALSE,FALSE
Fun Size,2012,PG-13,86,25,9.4,FALSE,FALSE
Chasing Mavericks,2012,PG,116,31,6,FALSE,FALSE
Cloud Atlas,2012,R,172,66,27.1,TRUE,TRUE
Long Shot: The Kevin Laue Story,2012,PG-13,93,67,0.0284,FALSE,FALSE
Silent Hill: Revelation 3D,2012,R,95,5,17.5,TRUE,TRUE
Flight,2012,R,138,77,93.7,TRUE,FALSE
"For a Good Time, Call...",2012,R,85,55,1.2,FALSE,FALSE
The Man with the Iron Fists,2012,R,95,49,15.6,FALSE,TRUE
Wreck-It Ralph,2012,PG,101,86,189.4,TRUE,FALSE
Vamps,2012,PG-13,92,53,0.003,FALSE,FALSE
Save the Date,2012,R,97,46,0.0038,TRUE,FALSE
Grassroots,2012,R,98,52,0.0065,FALSE,FALSE
Skyfall,2012,PG-13,143,92,304.4,TRUE,TRUE
Deadfall,2012,R,95,32,0.0658,FALSE,TRUE
The Twilight Saga: Breaking Dawn - Part 2,2012,PG-13,115,48,292.3,TRUE,FALSE
Lincoln,2012,PG-13,150,90,182.2,TRUE,TRUE
The Sessions,2012,R,95,93,6,TRUE,FALSE
30 Beats,2012,R,88,5,0.0147,FALSE,TRUE
The Bay,2012,R,84,77,0.0305,TRUE,FALSE
Rise of the Guardians,2012,PG,97,74,103.4,TRUE,FALSE
Red Dawn,2012,PG-13,93,12,44.8,TRUE,FALSE
Life of Pi,2012,PG,127,87,125,TRUE,TRUE
West of Memphis,2012,R,147,95,0.3,TRUE,TRUE
A Late Quartet,2012,R,105,78,1.6,FALSE,FALSE
Mansome,2012,PG-13,82,25,0.0184,FALSE,FALSE
The Collection,2012,R,82,37,6.8,FALSE,FALSE
Killing Them Softly,2012,R,97,75,15,TRUE,FALSE
Silent Night,2012,R,94,64,0.0097,FALSE,TRUE
Playing for Keeps,2012,PG-13,105,3,13.1,FALSE,FALSE
Waiting for Lightning,2012,PG-13,96,43,0.0195,TRUE,FALSE
Smashed,2012,R,81,84,0.4,FALSE,FALSE
The Hobbit: An Unexpected Journey,2012,PG-13,169,64,303,TRUE,TRUE
Chasing Ice,2012,PG-13,75,96,1.3,TRUE,FALSE
Hitchcock,2012,PG-13,98,62,6,TRUE,TRUE
The Guilt Trip,2012,PG-13,95,12,25.9,FALSE,FALSE
Jack Reacher,2012,PG-13,130,62,80,TRUE,FALSE
This Is 40,2012,R,134,51,67.5,TRUE,FALSE
Cirque du Soleil: Worlds Away,2012,PG,91,47,12.5,FALSE,FALSE
Django Unchained,2012,R,165,88,162.8,TRUE,FALSE
Parental Guidance,2012,PG,105,18,77.3,TRUE,FALSE
Les Misérables,2012,PG-13,158,70,148.8,TRUE,TRUE
Silver Linings Playbook,2012,R,122,92,132.1,TRUE,FALSE
Promised Land,2012,R,106,51,7.5,TRUE,TRUE
The Impossible,2012,PG-13,114,81,19,TRUE,TRUE
Zero Dark Thirty,2012,R,157,93,95.7,TRUE,FALSE
John Dies at the End,2012,R,99,61,0.1,TRUE,FALSE
Hello I Must Be Going,2012,R,95,74,0.0838,TRUE,FALSE
Bullet to the Head,2012,R,92,46,9.5,FALSE,FALSE
Girls Against Boys,2012,R,93,19,0.0061,TRUE,FALSE
Stand Up Guys,2012,R,95,38,3.3,FALSE,FALSE
The First Time,2012,PG-13,95,47,0.0171,FALSE,FALSE
The Package,2012,R,95,0,0.0011,FALSE,TRUE
To the Wonder,2012,R,112,45,0.6,TRUE,FALSE
A Place at the Table,2012,PG,84,90,0.2,TRUE,FALSE
Greedy Lying Bastards,2012,PG-13,90,69,0.045,FALSE,FALSE
Don't Stop Believin': Everyman's Journey,2012,R,105,62,0.0596,TRUE,FALSE
A Glimpse Inside the Mind of Charles Swan III,2012,R,86,15,0.0356,FALSE,FALSE
Spring Breakers,2012,R,94,66,14.1,TRUE,FALSE
Kiss of the Damned,2012,R,97,58,0.0143,TRUE,FALSE
Sleepwalk with Me,2012,PG-13,81,83,2.3,TRUE,FALSE
The Brass Teapot,2012,R,101,33,0.0066,FALSE,FALSE
The Lords of Salem,2012,R,101,45,1.2,TRUE,TRUE
Filly Brown,2012,R,80,45,2.8,TRUE,FALSE
The Place Beyond the Pines,2012,R,140,80,21.4,TRUE,FALSE
The Company You Keep,2012,R,125,55,5.1,TRUE,TRUE
At Any Price,2012,R,105,51,0.4,FALSE,FALSE
The Iceman,2012,R,106,66,1.9,TRUE,FALSE
Stuck in Love,2012,R,97,58,0.079,FALSE,FALSE
The Reluctant Fundamentalist,2012,R,130,53,0.5,TRUE,TRUE
What Maisie Knew,2012,R,99,87,1.1,TRUE,FALSE
No Place on Earth,2012,PG-13,83,79,0.2,TRUE,TRUE
Mud,2012,PG-13,130,98,21.6,TRUE,FALSE
No One Lives,2012,R,86,49,0.0721,FALSE,TRUE
Disconnect,2012,R,115,68,1.4,FALSE,FALSE
Red Hook Summer,2012,R,121,58,0.3,FALSE,FALSE
Byzantium,2012,R,118,63,0.0843,TRUE,TRUE
Évocateur: The Morton Downey Jr. Movie,2012,R,90,90,0.0215,FALSE,FALSE
It's a Disaster,2012,R,88,77,0.0572,TRUE,FALSE
Tiger Eyes,2012,PG-13,92,66,0.0252,TRUE,FALSE
Arthur Newman,2012,R,101,20,0.2,FALSE,FALSE
Much Ado About Nothing,2012,PG-13,109,84,4.3,TRUE,FALSE
Frances Ha,2012,R,86,93,4.1,TRUE,FALSE
Venus and Serena,2012,PG-13,99,77,0.051,FALSE,FALSE
Girl Most Likely,2012,PG-13,103,21,1.4,FALSE,FALSE
Emperor,2012,PG-13,105,31,3.3,TRUE,TRUE
Jayne Mansfield's Car,2012,R,122,34,0.0143,FALSE,TRUE
Any Day Now,2012,R,98,79,0.2,TRUE,FALSE
Thanks for Sharing,2012,R,112,49,1.1,FALSE,FALSE
The Citizen,2012,PG-13,99,0,0.0243,TRUE,FALSE
Best Man Down,2012,PG-13,89,33,0.0018,FALSE,FALSE
The Summit,2012,R,95,61,0.2,TRUE,TRUE
Great Expectations,2012,PG-13,128,64,0.3,TRUE,TRUE
Bettie Page Reveals All,2012,R,101,72,0.1,TRUE,FALSE
The Girl,2012,PG-13,95,53,0.0342,TRUE,TRUE
For No Good Reason,2012,R,89,63,0.0671,FALSE,TRUE
Aftershock,2012,R,89,35,0.0402,TRUE,TRUE
War of the Worlds: Goliath,2012,PG-13,85,0,1,FALSE,TRUE
The Queen of Versailles,2012,PG,100,94,2.4,TRUE,TRUE
A Haunted House,2013,R,86,10,40,TRUE,FALSE
Gangster Squad,2013,R,113,31,46,TRUE,FALSE
Mother of George,2013,R,107,93,0.1,TRUE,TRUE
The Last Stand,2013,R,107,60,12,TRUE,FALSE
Broken City,2013,R,109,28,19.7,FALSE,FALSE
Blue Caprice,2013,R,93,83,0.0911,TRUE,FALSE
C.O.G.,2013,R,88,70,0.0553,TRUE,FALSE
Ghost Team One,2013,R,84,36,0.0073,FALSE,FALSE
A.C.O.D.,2013,R,88,50,0.2,FALSE,FALSE
Movie 43,2013,R,94,4,8.8,TRUE,FALSE
Parker,2013,R,118,41,17.6,FALSE,FALSE
Hansel & Gretel: Witch Hunters,2013,R,88,15,55.7,TRUE,TRUE
The Inevitable Defeat of Mister & Pete,2013,R,108,91,0.5,TRUE,FALSE
Warm Bodies,2013,PG-13,98,81,66.4,TRUE,TRUE
Side Effects,2013,R,106,83,32.2,FALSE,FALSE
Identity Thief,2013,R,111,19,134.5,TRUE,FALSE
Safe Haven,2013,PG-13,115,12,71.3,TRUE,FALSE
A Good Day to Die Hard,2013,R,98,14,67.3,TRUE,FALSE
Beautiful Creatures,2013,PG-13,124,46,19.4,FALSE,FALSE
The Power of Few,2013,R,96,57,0.0304,FALSE,FALSE
Escape from Planet Earth,2013,PG,89,33,57,TRUE,TRUE
Camp,2013,PG-13,109,0,0.3,TRUE,FALSE
Dark Skies,2013,PG-13,97,40,17.4,FALSE,FALSE
Snitch,2013,PG-13,112,56,42.9,FALSE,TRUE
"Bless Me, Ultima",2013,PG-13,106,71,1.6,TRUE,FALSE
The Last Exorcism Part II,2013,PG-13,88,16,15.2,TRUE,TRUE
Phantom,2013,R,98,25,1,FALSE,FALSE
21 & Over,2013,R,93,27,25.7,TRUE,FALSE
Jack the Giant Slayer,2013,PG-13,114,52,65.2,TRUE,FALSE
Stoker,2013,R,99,69,1.7,TRUE,TRUE
Aftermath,2013,R,84,0,0.003,FALSE,FALSE
Girl on a Bicycle,2013,R,101,8,0.0894,FALSE,TRUE
Oz the Great and Powerful,2013,PG,130,59,234.9,TRUE,FALSE
Dead Man Down,2013,R,118,38,10.9,FALSE,FALSE
The Wait,2013,R,96,18,0.0021,FALSE,FALSE
The Call,2013,R,94,43,51.9,TRUE,FALSE
The Incredible Burt Wonderstone,2013,PG-13,100,36,22.5,TRUE,FALSE
Admission,2013,PG-13,107,38,18,FALSE,FALSE
The Croods,2013,PG,98,70,187.2,TRUE,FALSE
Olympus Has Fallen,2013,R,119,48,98.9,TRUE,FALSE
Love and Honor,2013,PG-13,100,13,0.0163,FALSE,FALSE
Trance,2013,R,101,68,2.3,TRUE,TRUE
G.I. Joe: Retaliation,2013,PG-13,110,28,122.5,TRUE,FALSE
The Host,2013,PG-13,125,8,26.6,TRUE,TRUE
Temptation: Confessions of a Marriage Counselor,2013,PG-13,111,15,51.9,TRUE,FALSE
Redwood Highway,2013,PG-13,90,80,0.1,FALSE,FALSE
Evil Dead,2013,R,91,62,54.2,TRUE,FALSE
Underdogs,2013,PG,102,0,0.0348,TRUE,FALSE
Not Today,2013,PG-13,118,50,0.3,TRUE,FALSE
Scary Movie 5,2013,PG-13,86,4,32,FALSE,FALSE
42,2013,PG-13,128,79,95,TRUE,FALSE
Oblivion,2013,PG-13,124,54,89,FALSE,FALSE
Home Run,2013,PG-13,113,45,2.9,FALSE,FALSE
The Girl on the Train,2013,R,80,0,0.0029,TRUE,FALSE
Pain & Gain,2013,R,129,49,49.9,FALSE,FALSE
King's Faith,2013,PG-13,108,0,0.0593,FALSE,FALSE
The Big Wedding,2013,R,89,7,21.8,FALSE,FALSE
Syrup,2013,R,90,14,0.000656,FALSE,FALSE
Iron Man 3,2013,PG-13,130,79,409,TRUE,TRUE
Scatter My Ashes at Bergdorf's,2013,PG-13,93,49,0.5,FALSE,FALSE
Peeples,2013,PG-13,95,37,9.1,FALSE,FALSE
The Great Gatsby,2013,PG-13,143,48,144.8,TRUE,TRUE
Star Trek Into Darkness,2013,PG-13,132,87,228.8,TRUE,FALSE
Only God Forgives,2013,R,90,40,0.8,TRUE,TRUE
The Hangover Part III,2013,R,100,19,112.2,TRUE,FALSE
Fast & Furious 6,2013,PG-13,130,69,238.7,TRUE,FALSE
After Earth,2013,PG-13,100,11,60.5,TRUE,FALSE
Now You See Me,2013,PG-13,115,50,117.7,TRUE,TRUE
V/H/S/2,2013,R,96,70,0.0214,TRUE,TRUE
The Internship,2013,PG-13,119,34,44.7,FALSE,FALSE
The Purge,2013,R,85,38,64.4,TRUE,TRUE
This Is the End,2013,R,107,83,101.5,TRUE,FALSE
Man of Steel,2013,PG-13,143,56,291,TRUE,TRUE
Before Midnight,2013,R,109,98,8.1,TRUE,TRUE
Axe Giant: The Wrath of Paul Bunyan,2013,R,90,0,0.0025,FALSE,FALSE
Monsters University,2013,G,104,78,268.5,TRUE,FALSE
World War Z,2013,PG-13,116,68,202.4,TRUE,TRUE
The Bling Ring,2013,R,90,60,5.8,TRUE,TRUE
Life of a King,2013,PG-13,100,38,0.0042,FALSE,FALSE
Europa Report,2013,PG-13,90,80,0.1,FALSE,FALSE
The Heat,2013,R,117,65,159.6,TRUE,FALSE
Redemption,2013,R,100,48,0.035,FALSE,TRUE
The East,2013,PG-13,116,74,2.3,FALSE,TRUE
Copperhead,2013,PG-13,120,21,0.2,FALSE,FALSE
White House Down,2013,PG-13,131,51,73.1,TRUE,FALSE
Despicable Me 2,2013,PG,98,74,368,TRUE,FALSE
Kevin Hart: Let Me Explain,2013,R,75,63,32.2,TRUE,FALSE
The Lone Ranger,2013,PG-13,149,31,89.3,TRUE,FALSE
Man of Tai Chi,2013,R,105,70,0.1,FALSE,TRUE
We Steal Secrets: The Story of WikiLeaks,2013,R,130,93,0.2,TRUE,FALSE
Grown Ups 2,2013,PG-13,101,7,133.7,TRUE,FALSE
Pacific Rim,2013,PG-13,131,72,101.8,TRUE,FALSE
Turbo,2013,PG,96,67,83,TRUE,FALSE
Breathe In,2013,R,98,55,0.0814,FALSE,FALSE
RED 2,2013,PG-13,116,43,53.2,FALSE,TRUE
The Conjuring,2013,R,112,86,137.4,TRUE,FALSE
R.I.P.D.,2013,PG-13,96,13,33.6,FALSE,FALSE
Drinking Buddies,2013,R,90,83,0.3,TRUE,FALSE
Fruitvale Station,2013,R,85,94,16.1,TRUE,FALSE
The To Do List,2013,R,104,52,3.4,FALSE,FALSE
The Wolverine,2013,PG-13,126,69,132.6,TRUE,TRUE
The Way Way Back,2013,PG-13,103,85,21.5,TRUE,FALSE
The Smurfs 2,2013,PG,105,14,71,FALSE,FALSE
The English Teacher,2013,R,93,42,0.0602,FALSE,FALSE
2 Guns,2013,R,109,64,75.6,TRUE,FALSE
The Canyons,2013,R,99,24,0.0495,TRUE,FALSE
Percy Jackson: Sea of Monsters,2013,PG,106,42,68.6,TRUE,FALSE
We're the Millers,2013,R,110,47,150.4,TRUE,FALSE
Lovelace,2013,R,93,54,0.4,TRUE,FALSE
Elysium,2013,R,109,68,93.1,TRUE,FALSE
Planes,2013,PG,91,26,90.3,FALSE,FALSE
Jobs,2013,PG-13,128,27,16.1,FALSE,TRUE
Kick-Ass 2,2013,R,103,30,28.8,TRUE,TRUE
Paranoia,2013,PG-13,106,6,7.4,FALSE,TRUE
Lee Daniels' The Butler,2013,PG-13,132,72,116.6,TRUE,FALSE
Ain't Them Bodies Saints,2013,R,96,79,0.4,TRUE,FALSE
The Mortal Instruments: City of Bones,2013,PG-13,130,12,31.2,TRUE,TRUE
Blue Jasmine,2013,PG-13,98,91,33.4,TRUE,FALSE
The World's End,2013,R,109,89,26,TRUE,TRUE
The Kings of Summer,2013,R,95,75,1.3,TRUE,FALSE
Bad Milo,2013,R,85,60,0.0196,TRUE,FALSE
Getaway,2013,PG-13,90,2,10.5,FALSE,TRUE
One Direction: This Is Us,2013,PG,92,63,28.9,FALSE,FALSE
Last Flight of the Champion,2013,PG,88,0,0.0015,FALSE,FALSE
Salinger,2013,PG-13,120,35,0.6,FALSE,FALSE
Snake and Mongoose,2013,PG-13,102,80,0.2,FALSE,FALSE
Good Ol' Freda,2013,PG,86,84,0.1,TRUE,TRUE
Riddick,2013,R,119,59,42,FALSE,TRUE
The Ultimate Life,2013,PG,105,18,1.3,FALSE,FALSE
All Is Bright,2013,R,107,48,0.0046,FALSE,FALSE
In a World...,2013,R,93,92,3,TRUE,FALSE
The Family,2013,R,111,29,36.9,FALSE,TRUE
The Investigator,2013,PG-13,101,0,0.0937,TRUE,FALSE
The Spectacular Now,2013,R,95,93,6.9,TRUE,FALSE
Charlie Countryman,2013,R,103,29,0.008,FALSE,TRUE
Insidious: Chapter 2,2013,PG-13,106,38,83.6,TRUE,TRUE
Prince Avalanche,2013,R,94,83,0.2,TRUE,FALSE
Kill Your Darlings,2013,R,104,76,1,TRUE,FALSE
Battle of the Year,2013,PG-13,110,6,8.9,FALSE,FALSE
The Lunchbox,2013,PG,104,96,4.2,TRUE,TRUE
The Short Game,2013,PG,99,83,0.0389,TRUE,FALSE
Prisoners,2013,R,153,82,61,TRUE,FALSE
Nothing Left to Fear,2013,R,100,8,0.0079,FALSE,FALSE
Alone Yet Not Alone,2013,PG-13,103,0,0.7,FALSE,FALSE
Don Jon,2013,R,90,80,24.5,TRUE,FALSE
Baggage Claim,2013,PG-13,96,14,21.6,FALSE,FALSE
Rush,2013,R,123,89,26.9,TRUE,TRUE
Austenland,2013,PG-13,97,30,2.2,FALSE,TRUE
Cloudy with a Chance of Meatballs 2,2013,PG,95,70,119.8,FALSE,FALSE
Parkland,2013,PG-13,93,49,0.7,FALSE,FALSE
Linsanity,2013,PG,89,63,0.3,TRUE,FALSE
Tim's Vermeer,2013,PG-13,80,89,1.7,TRUE,FALSE
Gravity,2013,PG-13,91,97,274.1,TRUE,TRUE
Metallica Through the Never,2013,R,93,78,3.4,TRUE,FALSE
Grace Unplugged,2013,PG,102,50,2.5,FALSE,FALSE
Runner Runner,2013,R,91,8,19.3,FALSE,FALSE
Captain Phillips,2013,PG-13,134,93,107.1,TRUE,FALSE
Enough Said,2013,PG-13,93,96,17.5,TRUE,FALSE
Machete Kills,2013,R,107,29,7.9,TRUE,TRUE
Walking with the Enemy,2013,PG-13,124,44,0.4,TRUE,TRUE
Plush,2013,R,99,29,0.0028,FALSE,FALSE
Escape Plan,2013,R,115,49,25.1,FALSE,FALSE
Blackfish,2013,PG-13,83,98,2.1,TRUE,FALSE
Carrie,2013,R,100,48,35.3,TRUE,FALSE
The Fifth Estate,2013,R,128,37,3.3,TRUE,TRUE
As I Lay Dying,2013,R,110,41,0.015,TRUE,FALSE
Jackass Presents: Bad Grandpa,2013,R,92,60,102,TRUE,FALSE
The Counselor,2013,R,117,34,17,TRUE,TRUE
One Chance,2013,PG-13,103,63,0.0897,TRUE,TRUE
We Are What We Are,2013,R,105,85,0.0766,TRUE,TRUE
Muscle Shoals,2013,PG,111,96,0.7,TRUE,FALSE
Innocence,2013,PG-13,96,13,0.3,FALSE,FALSE
Missionary,2013,R,90,40,0.0021,FALSE,FALSE
Blood Ties,2013,R,127,54,0.0412,FALSE,TRUE
A Perfect Man,2013,R,95,20,0.000388,FALSE,FALSE
Free Birds,2013,PG,91,18,55.7,FALSE,FALSE
Cutie and the Boxer,2013,R,82,96,0.2,TRUE,FALSE
Big Sur,2013,R,81,45,0.0359,FALSE,FALSE
Last Vegas,2013,PG-13,105,46,63.9,TRUE,FALSE
Thor: The Dark World,2013,PG-13,112,65,206.4,TRUE,FALSE
The Armstrong Lie,2013,R,124,84,0.4,TRUE,FALSE
The Christmas Candle,2013,PG,100,18,2.2,FALSE,TRUE
The Best Man Holiday,2013,R,123,68,70.5,TRUE,FALSE
Kids for Cash,2013,PG-13,102,91,0.0366,FALSE,FALSE
"No God, No Master",2013,PG-13,94,69,0.0068,TRUE,FALSE
Pawn Shop Chronicles,2013,R,112,13,0.0049,FALSE,FALSE
The Hunger Games: Catching Fire,2013,PG-13,146,89,424.6,TRUE,FALSE
Delivery Man,2013,PG-13,105,39,30.7,FALSE,TRUE
Dallas Buyers Club,2013,R,117,93,27.3,TRUE,FALSE
Homefront,2013,R,100,42,20.1,FALSE,FALSE
Black Nativity,2013,PG,93,48,7,TRUE,FALSE
Frozen,2013,PG,102,89,400.7,TRUE,FALSE
Oldboy,2013,R,104,41,2.2,FALSE,FALSE
The Book Thief,2013,PG-13,131,46,21.5,TRUE,TRUE
Concussion,2013,R,96,74,0.0384,TRUE,FALSE
I'm in Love with a Church Girl,2013,PG,118,6,2.4,FALSE,FALSE
Out of the Furnace,2013,R,116,53,11.3,TRUE,TRUE
Afternoon Delight,2013,R,98,67,0.2,TRUE,FALSE
Tyler Perry's A Madea Christmas,2013,PG-13,100,18,52.5,TRUE,FALSE
The Hobbit: The Desolation of Smaug,2013,PG-13,161,74,258.4,TRUE,TRUE
Anchorman 2: The Legend Continues,2013,R,119,75,127.3,TRUE,FALSE
American Hustle,2013,R,138,93,150.1,TRUE,FALSE
Walking with Dinosaurs 3D,2013,PG,87,24,3.5,FALSE,TRUE
Saving Mr. Banks,2013,PG-13,125,80,83.3,TRUE,TRUE
The Wolf of Wall Street,2013,R,180,77,116.9,TRUE,FALSE
47 Ronin,2013,PG-13,118,15,38.3,FALSE,FALSE
The Secret Life of Walter Mitty,2013,PG,114,50,58.2,TRUE,TRUE
Cold Comes the Night,2013,R,90,44,0.0116,FALSE,FALSE
August: Osage County,2013,R,121,64,37.7,TRUE,FALSE
Inside Llewyn Davis,2013,R,104,94,13.2,TRUE,TRUE
After Tiller,2013,PG-13,85,94,0.0663,TRUE,FALSE
Her,2013,R,126,94,25.6,TRUE,FALSE
Lone Survivor,2013,R,121,75,125.1,TRUE,FALSE
Raze,2013,R,92,45,0.0035,TRUE,FALSE
The Unknown Known,2013,PG-13,103,83,0.1,TRUE,FALSE
I Spit on Your Grave 2,2013,R,106,0,0.000441,FALSE,FALSE
Nebraska,2013,R,115,91,17.6,TRUE,FALSE
Labor Day,2013,PG-13,111,34,13.4,FALSE,FALSE
At Middleton,2013,R,99,58,0.0529,TRUE,FALSE
The Pretty One,2013,R,90,47,0.0112,TRUE,FALSE
Adult World,2013,R,97,56,0.0167,FALSE,FALSE
Touchy Feely,2013,R,89,36,0.036,FALSE,FALSE
Hell Baby,2013,R,98,32,0.005,FALSE,FALSE
Twenty Feet from Stardom,2013,PG-13,91,99,4.9,TRUE,FALSE
Under the Skin,2013,R,108,85,2.6,TRUE,TRUE
Narco Cultura,2013,R,103,86,0.1,TRUE,TRUE
Bad Words,2013,R,89,65,7.8,TRUE,FALSE
The Retrieval,2013,R,92,92,0.0503,TRUE,FALSE
In Secret,2013,R,107,41,0.4,FALSE,FALSE
Fading Gigolo,2013,R,90,54,3.8,TRUE,FALSE
Oculus,2013,R,104,73,27.7,TRUE,FALSE
Joe,2013,R,117,86,0.4,TRUE,FALSE
Make Your Move,2013,PG-13,110,43,0.1,FALSE,TRUE
Locke,2013,R,85,91,1.4,TRUE,TRUE
Night Moves,2013,R,112,85,0.3,TRUE,FALSE
Filth,2013,R,97,62,0.0343,TRUE,TRUE
Savannah,2013,PG-13,101,8,0.0367,FALSE,FALSE
The Sacrament,2013,R,99,62,0.009,TRUE,FALSE
Decoding Annie Parker,2013,R,91,58,0.0398,TRUE,FALSE
Legends of Oz: Dorothy's Return,2013,PG,88,16,8.5,TRUE,TRUE
Palo Alto,2013,R,100,73,0.8,FALSE,FALSE
Chinese Puzzle,2013,R,117,75,0.3,TRUE,TRUE
Words and Pictures,2013,PG-13,111,42,2.2,FALSE,FALSE
The Immigrant,2013,R,120,88,2,TRUE,FALSE
Supermensch: The Legend of Shep Gordon,2013,R,85,77,0.2,TRUE,FALSE
Hateship Loveship,2013,R,104,50,0.0506,FALSE,FALSE
Jodorowsky's Dune,2013,PG-13,88,98,0.6,TRUE,TRUE
The Art of the Steal,2013,R,90,44,0.0614,FALSE,TRUE
Snowpiercer,2013,R,126,95,4.6,TRUE,TRUE
InAPPropriate Comedy,2013,R,83,0,0.2,FALSE,FALSE
Jake Squared,2013,R,100,14,0.0017,TRUE,FALSE
Knights of Badassdom,2013,R,86,58,0.0868,FALSE,FALSE
The Zero Theorem,2013,R,107,52,0.3,TRUE,TRUE
Child of God,2013,R,104,38,0.0379,TRUE,FALSE
Life of Crime,2013,R,98,64,0.3,FALSE,FALSE
Girl Rising,2013,PG-13,101,89,0.8,FALSE,FALSE
Repentance,2013,R,90,0,1.2,FALSE,FALSE
The Disappearance of Eleanor Rigby: Him,2013,R,89,63,0.6,TRUE,FALSE
Jimi: All Is by My Side,2013,R,118,66,0.3,FALSE,TRUE
